"nama_lengkap","gender","age","length_service","absent_hour","distribution_centers_id","distribution_centers_name","latitude","longitude","jumlah_produk"
"Crump Marion","M","40.42403621","5.379050117","58.10744501",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Culler Jordan","M","41.57854595","4.04301908","81.90725339",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Cuthbertson Elizabeth","F","39.07246677","3.28430673","6.264321985",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Cyr Fredrick","M","46.37566076","3.958484128","101.050571",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Dacosta Jimmy","M","37.24796255","5.004390141","40.70471175",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Dale Cheryl","F","49.34743652","4.91666065","116.3604565",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Darnell Francis","M","44.34138218","4.166339668","90.5038811",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Davis Paul","M","51.55788049","4.248976721","90.27111205",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Davis Sue","F","44.414853","6.77138218","56.4020054",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Dawes Thomas","M","54.01842826","5.4581428","116.4085705",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Day Melinda","F","36.40309975","4.899463763","65.2431677",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Dean Leanne","F","48.40127685","5.516336418","93.18901602",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Decker Luis","M","27.88693363","4.983950183","0",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Defreitas Alice","F","27.38302518","4.269679781","0",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Dejesus Arthur","M","45.19569337","4.124995727","72.58253528",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Delgado Ronald","M","55.75117353","6.376699054","103.8661647",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Delvalle Ruth","F","49.64821612","3.767428478","76.89047267",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Demaree Michael","M","46.15278198","5.454136908","66.08902282",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Denton Roseanne","F","35.87469483","5.186769523","40.45808632",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Derossett Janice","F","67.32980938","6.128349605","226.1951549",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Desmarais Michael","M","25.13490999","7.094085202","0",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Diaz Al","M","36.2980014","2.049449727","14.20600954",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Diaz Judy","F","13.00128706","6.109721423","0",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Dickson Natasha","F","33.73518822","4.624182766","48.62746006",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Dickson Roger","M","54.04328961","6.081224001","70.19885916",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Dickson Sharon","F","50.87619412","3.145198749","132.0250477",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Dion James","M","41.58173","14.224236","73.21907133",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Dix Marjorie","F","45.12740158","3.266638218","79.40464916",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Dixon Stanley","M","51.87666323","1.690127696","101.4919655",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Dolan Ryan","M","40.59796068","3.468667441","5.328054762",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Dolan Tanya","F","53.63730497","6.137051634","115.2009414",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Dominguez Jessica","F","37.99459283","4.634454297","45.13770923",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Donovan John","M","31.29558565","2.96357034","0",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Doris Richard","M","52.92548","7.862807","77.57512672",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Dorsett Jose","M","29.85873316","3.380297171","0",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Dorsett Virginia","F","29.38946961","4.132049051","1.981377917",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Downer Lauren","F","50.46273576","6.12174051","82.93348647",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Doyle Thomas","M","33.01046404","3.494965115","21.19862098",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Dozier Karissa","F","32.72897393","3.65791582","10.29739631",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Drayton Arlen","M","49.52740454","4.006295829","74.20346355",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Dubin Matthew","M","33.52452733","5.185254519","46.28211285",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Dunham Ruth","F","48.66734002","3.052497104","106.3921395",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Dunn Mary","F","36.76731548","7.712919944","35.6460647",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Durham Elmer","M","49.85906736","2.258422396","73.18435674",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Durocher Blanche","F","25.89283687","6.367146497","0",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Dyer Andres","M","53.44324112","6.645940408","54.57224877",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Ebert Stephanie","F","35.90895378","4.33038388","57.2664641",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Edwards Dustin","M","35.29934852","5.15946141","28.86479262",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Eldridge Terry","M","38.47174147","3.752860334","59.42454888",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Engler Philip","M","37.4003216","2.298445198","55.3475486",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Ertl Andrew","M","33.30617969","7.841776928","0",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Escobar Patricia","F","36.8256279","3.090017812","52.27171355",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Espinosa Eileen","F","45.55280929","3.541217085","96.87898243",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Eubanks Mary","F","49.86102992","3.985043229","80.95207697",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Evans Carrie","F","33.68599123","4.175430191","80.0511403",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Ewing Sammie","M","49.29165469","3.163158543","98.33587948",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Fair Tina","F","47.87356954","2.305428313","131.5720189",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Fallin William","M","33.36255568","1.431703157","0",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Farris Augustina","F","51.56495808","4.641869886","75.25704812",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Farris Cindy","F","44.41263793","8.162479859","94.20984018",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Fernandez Grant","M","37.40667304","4.451778446","0",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Ferris Cedric","M","50.68835594","5.952178161","104.7393758",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Fields Robert","M","25.12719487","6.954294457","8.19503721",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Figueroa Marie","F","49.71535163","4.032506165","110.6363768",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Fisher Donna","F","33.11499661","3.961031655","0",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Fisher Terry","M","40.48918291","6.135298523","29.98620125",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Fitz Ernest","M","32.36750837","5.737443515","15.44556838",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Fleetwood William","M","42.66205557","3.704720421","8.030903329",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Fluker Martha","F","47.74907824","3.748368912","95.55729102",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Foerster Norman","M","50.97877024","3.791684905","110.9062918",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Foley Edward","M","40.93639642","5.99292071","2.230050436",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Fong Emilio","M","49.04396809","2.568587025","75.77613324",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Fong Lucy","F","36.56530227","6.073244889","15.910309",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Ford Curtis","M","47.93703523","6.220593288","81.97040695",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Forsythe Theresa","F","57.63231","34.174289","0",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Foster Dorothy","F","47.35880962","5.363224264","56.97169097",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Foxworth Drew","M","42.52867772","4.757466298","63.06695197",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Frampton Vanessa","F","24.07721572","6.544193173","0",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Franklin Gordon","M","51.09969501","4.816140719","76.09691603",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Fransen Ria","F","45.28971523","2.899103061","115.1232279",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Fraser Sybil","F","42.80531578","4.728290698","82.89622473",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Freeman Timothy","M","45.3295969","3.356056568","71.14981728",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Freund Elizabeth","F","46.80398055","6.24532107","88.49118002",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Fry Paula","F","45.46033218","4.233184358","41.95666513",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Fry Roger","M","43.78653186","2.211148203","44.23263205",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Fryman Ernest","M","55.61576906","6.581212987","78.385682",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Funes Sarah","F","41.69627533","3.601209386","72.30082439",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Gabriel Denise","F","32.19139963","5.514664663","36.03820885",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Gallegos Mary","F","39.55290514","1.952985338","55.79420665",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Gamble Sherry","F","40.12718081","6.300776422","59.02736624",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Garcia Bill","M","48.68945416","5.493938683","56.5904331",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Garcia Maurice","M","63.41597075","3.502106541","147.5318433",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Garcia Robert","M","37.72293429","3.385697038","26.12125263",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Gardner Elsie","F","61.50826703","5.153841721","199.9407005",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Gaskins Norman","M","37.13635683","5.232026438","68.33541515",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Gastelum Audry","F","38.62945876","4.736287693","70.75153218",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Gault Kathy","F","45.10537546","4.187432561","87.85390542",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Gauthier Michael","M","25.97484182","4.739169502","0",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Gay Donald","M","44.10973","12.305714","78.84098352",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Geist Jennifer","F","44.28577271","4.591638586","39.02643188",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Gengler Cheryl","F","25.13037265","2.94088725","0.079246805",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"German Reda","F","54.20354878","6.232640855","74.47134077",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Giardina Evelyn","F","37.02895453","4.221661588","30.68062794",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Gibson Katherine","F","52.10656596","2.369660572","142.7134952",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Gilbert Elvira","F","46.16577893","3.613405866","106.3860705",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Gills Carol","F","41.68691017","3.929388837","61.65565924",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Gilmore Larry","M","41.80508894","3.744937557","20.02555975",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Giuliani Philip","M","40.68595999","4.326906054","7.234942941",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Gladney Anthony","M","56.60454809","5.665366774","107.527434",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Godin David","M","54.19406321","3.634907881","111.3969266",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Goldberg Andrew","M","39.16369974","4.944028794","44.06816046",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Golding Leah","F","25.94366588","3.587818886","2.472206451",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Gonsalves Heather","F","37.42044683","4.326117737","37.86548255",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Good Margaret","F","35.63229399","2.954468687","0",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Goodlett Clifford","M","56.17904999","4.632056692","119.5558886",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Graham Jerry","M","34.92191067","3.329741326","0",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Grammer Marcus","M","51.87640274","5.112051684","96.6434365",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Green Joseph","M","45.61122302","5.815592071","73.63428835",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Green Mike","M","46.89741273","1.839167827","51.55326716",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Gregory Tina","F","47.51173248","8.010657446","73.96230644",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Griffith Rachel","F","48.28753373","3.692009925","59.59311977",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Groleau Douglas","M","47.43974604","3.535988988","86.38508252",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Grothe Chris","F","26.54558659","3.976935191","0",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Grover Hannelore","F","46.73940044","7.643139996","74.95335243",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Guevara Jacob","M","43.45867225","3.46631493","37.71768453",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Guion Victoria","F","35.15747778","4.971905515","67.77335592",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Gwynn Herman","M","32.91452632","5.807487502","46.75346397",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Ha Benjamin","M","34.71122699","6.768486522","0",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Hailey Carolyn","F","45.62190387","5.087109896","103.5838392",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Halle Travis","M","46.83041168","4.068166531","86.56521132",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Hamler Maria","F","46.09464157","6.783344422","109.0688257",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Hammond Christina","F","17.13476454","6.956961098","0",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Hansen Stephen","M","43.89264331","4.187410093","54.01273422",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Hardee Jasmine","F","58.03316313","3.330288505","139.9863616",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Hardin Robert","M","40.20013652","3.447495835","46.38028766",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Hardnett Jessica","F","52.20230087","8.070754661","122.9531893",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Hardy Travis","M","39.67575302","3.842486236","53.08575524",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Harmon Lillian","F","40.2687609","5.5377931","58.65276987",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Harp Donna","F","39.91739777","5.736139087","79.91695881",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Harper Sharon","F","39.79453958","4.318531067","15.42397843",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Harris Kenneth","M","46.11647862","5.619672508","68.06239816",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Harris Oscar","M","42.43256965","4.809585972","73.60570705",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Hartley Sheila","F","52.46872528","6.091439656","103.0232813",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Harton Lynn","F","44.98101425","1.859041162","26.25522931",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Hatfield Ramona","F","32.61492423","3.982236874","0",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Hawkins Eileen","F","44.91664118","4.098362256","78.15049744",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Hayes Eric","M","49.81724","26.783065","31.5834116",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Hayes Florencia","F","45.23837967","4.102724559","96.63785377",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Hazelwood Bess","F","48.19972008","5.149492032","83.82662926",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Heckler Mitzi","F","50.78915147","4.499867869","105.9875434",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Helfrich Jerry","M","33.69707196","5.030462606","36.12278618",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Helzer Darnell","M","38.7845655","3.707609844","57.80593081",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Henley Elizebeth","F","41.84924502","4.480449579","81.26144486",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Hernandez Marie","F","32.66558633","4.305903502","0",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Herr Catherine","F","39.37750843","7.534725744","76.91674531",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Hicks Dwight","M","51.55476015","2.709176882","58.72128697",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Hicks Matthew","M","46.71007195","3.14072339","80.73492733",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Hinman Janet","F","24.46078591","6.259392767","0",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Hinton Daniel","M","49.70499976","2.602657646","92.46881145",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Hodgin Rachael","F","26.65790204","4.041948695","0",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Hoff Robert","M","38.2206316","6.331181665","28.07730701",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Hogan Carolyn","F","41.06378867","5.671055988","78.95483523",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Hohman Janet","F","38.36826","3.403192","70.02735584",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Hollins Jack","M","34.09985338","3.907396502","0",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Holmes Gladys","F","41.45050997","4.653862751","0",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Homan Robert","M","52.16688719","3.067314272","102.8727735",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Hoover Robert","M","41.85604396","3.409328829","12.25988962",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Horton Jennifer","F","40.96165745","4.807314606","52.76213242",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Horton Samuel","M","28.82467817","4.313249962","18.74347478",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Houk Casey","F","45.52878473","5.214709718","91.91946332",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Howerton Thomas","M","29.7797343","3.473374067","0",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Huang Lorraine","F","34.53843468","5.148760546","51.90245061",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Huff Harry","M","36.60928473","7.227541734","67.54420892",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Huggins William","M","48.81836007","2.684444947","95.15189001",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Hughes Leona","F","36.31785677","2.786557408","66.58811526",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Hunt Alfred","M","38.66318521","6.317194622","33.37031618",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Hutchison Kimberly","F","28.85200174","3.258411867","12.91464074",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Iacovelli Karen","F","50.95776486","3.537331456","105.5159624",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Ingalls Lori","F","32.02497435","3.060888236","16.42327277",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Ingram Kenneth","M","55.95054231","6.078620916","83.18389739",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Irving Alona","F","53.61333266","3.263894515","134.7853448",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Iversen Judy","F","42.93014423","6.635776338","85.77020473",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Jackson Justin","M","49.65137","21.960999","21.17797032",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Jackson Kenneth","M","21.09554448","4.881879832","0",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"James Clarence","M","44.16764455","1.320591655","37.8877035",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Jarman Sandra","F","49.51672","6.5335","67.74078948",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Jaynes William","M","39.18471316","1.739139252","25.51964407",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Jenkins Mary","F","46.00859344","3.141497296","113.0267064",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Johnson Alice","F","37.14053214","4.342826147","58.12530155",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Johnson David","M","55.17313327","5.463317737","112.2331221",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Johnson Margaret","F","51.10470384","5.107749522","108.8307416",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Johnson Patrick","M","50.5799957","5.02855212","103.4670779",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Johnson Regina","F","35.73997989","4.149151662","50.03488608",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Johnson Victoria","F","43.05655873","6.15702126","63.08759617",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Johnston Victor","M","38.93558272","5.905969334","58.73908173",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Jones Dia","F","59.46621477","5.694258261","138.8267408",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Jones Ernie","M","48.44031059","2.717692452","81.83007916",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Jones Helen","F","46.48454411","5.082914001","139.5149534",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Jones Jane","F","50.83354142","4.394220341","131.7068457",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Jones Jason","M","43.53701719","2.520721981","32.17027675",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Jones Jessica","F","40.61400567","4.810861924","96.48034149",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Jones Jo","F","52.28678725","5.445882123","157.7461769",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Jones John","M","33.62405174","4.958680939","0",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Jones Jorge","M","40.099508","22.099508","120.3801664",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Jones Raul","M","35.44032234","2.883812984","73.97147032",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Jones Robert","M","49.79241797","7.162297165","80.19759765",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Jordan Keith","M","39.80257518","4.577709416","6.418017426",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
"Joseph Horace","M","50.77033865","4.802780148","98.75769045",6,"Port Authority of New York/New Jersey NY/NJ","40.634","-73.7834","2572"
